chapter,word,translation
11.9,extinct volcano,死火山
11.9,cleaning products,清理产品
11.9,placement test,分班测试
11.9,company premises,公司地址
11.9,leisure activities,休闲活动
11.9,senior advisor,高级顾问
11.9,visual aids,视觉辅助工具
11.9,fossil remains,残存化石
11.9,human interference,人为干扰
11.9,natural routine work,日常工作
11.9,coffee bar,咖啡吧
11.9,shop display,商品展示
11.9,personal service,个人服务
11.9,current study,当前研究
11.9,video approach,录像研究方法
11.9,job opportunities,工作机会
11.9,higher fees,更高价格
11.9,borrowed language,外来语
11.9,confidence building,建立自信
11.9,numeracy skill,计算能力
11.9,networking opportunities,网络机遇
11.9,research method,调查方式
11.9,audio recording,音频录制
11.9,lack of participation,缺乏参与
11.9,community reference,社区推荐信
11.9,council meeting,议会会议
11.9,renewable energy,再生资源
11.9,nuclear plants,核电站
11.9,traditional resource,传统资源
11.9,small electric equipment,小电子设备
11.9,solar panel,太阳能电池板
11.9,sports shoes,运动鞋
11.9,poor paying,报酬低的
11.9,overseas training,海外训练
11.9,no chemical reaction,无化学反应
11.9,current material,现有材料
11.9,brief notes,简要记录
11.9,supportive atmosphere,互助气氛
11.9,essential training,基本训练
11.9,university support staff,大学服务人员
11.9,background reading,背景阅读
11.9,online forum,在线论坛
11.9,soil sample,土壤样本
11.9,blood pressure,血压
11.9,stress level,压力级别
11.9,school stadiums,校体育馆
11.9,school gym,校健身房
11.9,less oxygen,缺氧
11.9,accurate date,确切日期
11.9,similar age,相似年龄
11.9,sports activities,体育活动
11.9,art institution,艺术机构
11.9,abstract design,抽象设计
11.9,largest proportion,最大比例
11.9,observation checklist,观察清单
11.9,non-observation method,非观察手段
11.9,test results,测试结果
11.9,original jewellery,原样珠宝
11.9,wood curve,木材弯曲
11.9,crisis management,危机管理
11.9,monitoring progress,监管进程
11.9,program assessment,程序评定
11.9,team building,团队建设
11.9,budget management,预算管理
11.9,finding investment,寻找投资
11.9,insufficient revenue,财政收入不足
11.9,food shortage,食物缺乏
11.9,power cut,停电
11.9,visual guidance,视觉引导
11.9,information resources,信息来源
11.9,reference letter,推荐信
11.9,flexible study time,灵活的学习时间
11.9,lab facilities,实验室设备
11.9,medicine science,医学
11.9,engine capacity,发动机容量
11.9,greater utility,更大的用处
11.9,safe car,安全车辆
11.9,extra height,额外高度
11.9,field of vision,视野
11.9,commercial applications,商业应用
11.9,economic purpose,经济目的
11.9,higher cost,更高成本
11.9,cost of insurance,保险费用
11.9,destination desert,目的地沙漠
11.9,marine desert,海洋沙漠
11.9,social interactions,社会交往
11.9,unexpected noise,未预料的噪声
11.9,unbalanced skill improvements,不平衡的技能提高
11.9,gradual way,渐进的方式
11.9,job responsibilities,工作责任
11.9,local faculty,当地部门
11.9,material background,材料背景
11.9,unanswered questions,未回答的问题
11.9,standard format,标准格式
11.9,practical knowledge,实用知识
11.9,business journalism,商务新闻
11.9,scientific term,科学术语
11.9,childish language,幼稚的语言
11.9,seed germination,种子发芽
11.9,objective matters,客观的问题
11.9,housing project,住宅项目
11.9,colors and fonts,颜色和字体
11.9,book allowance,图书津贴
11.9,open day,开放日
11.9,social reforms,社会改革
11.9,academic performance,学业成绩
11.9,household appliances,家用设备
11.9,conflicting opinions,意见冲突
11.10,code,密码
11.10,maximum,最大的
11.10,coconut,椰子
11.10,mould,模具
11.10,machinery,机械化的
11.10,elastic,有弹性的
11.10,vertical,垂直的
11.10,accountable,有责任的
11.10,decisions,决定
11.10,seasonal,季节的
11.10,herds,群
11.10,clay,黏土
11.10,eco-cement,生态水泥
11.10,nuts,坚果
11.10,arrows,箭头
11.10,spears,矛
11.10,concentrated,注意的
11.10,shipping,运输
11.10,segments,部分
11.10,germs,细菌
11.10,corn,玉米
11.10,insects,昆虫
11.10,coastline,海岸线
11.10,critical,批判的，核心的
11.10,cognition,认识
11.10,emotion,感情
11.10,intelligence,情报，智力
11.10,connected,连接的
11.10,self-centred,自我的
11.10,passive,消极的，被动的
11.10,stimulation,刺激，鼓励
11.10,lid,盖子
11.10,gravity,重力
11.10,stems,茎
11.10,obstacles,困难
11.10,mechanism,进程，机械装置
11.10,seminar,研讨会
11.10,drought,干旱
11.10,erosion,腐蚀
11.10,digestion,消化
11.10,furniture,家具
11.10,retail,零售
11.10,maturity,成熟
11.10,postal,邮政的
11.10,self-evaluation,自我评估
11.10,random,随机的
11.10,cost-effective,性价比高的
11.10,navigate,航行
11.10,genetic,基因的
11.10,density,密度
11.10,triangle,三角
11.10,cliffs,悬崖
11.10,comprehension,理解
11.10,format,格式
11.10,irrigation,灌溉
11.10,contaminants,污染物
11.10,soldiers,士兵
11.10,concrete,混凝土
11.10,lifespan,寿命
11.10,therapy,疗法，理疗
11.10,temperature,温度
11.10,fluids,液体
11.10,kidney,肾
11.10,sustainable,可忍受的
11.10,portable,便携的
11.10,excitement,激动
11.10,mammal,哺乳动物
11.10,breathe,呼吸
11.10,pollutants,污染物
11.10,guidelines,方针政策
11.10,mapping,制图
11.10,calculator,计算器
11.10,perfumes,香水
11.10,exploration,探索
11.10,toothache,牙痛
11.10,pirates,海盗
11.10,powder,粉
11.10,cosmetics,化妆品
11.10,carpets,地毯
11.10,tunnel,隧道
11.10,packaging,打包
11.10,worms,虫子
11.10,odor,气味
11.10,butterflies,蝴蝶
11.10,bacteria,细菌
11.10,protein,蛋白质
11.10,migration,迁徙
11.10,morality,道德
11.10,situational,环境造成的
11.10,aspirations,渴望
11.10,amber,琥珀
11.10,tolerance,容忍
11.10,contribution,贡献
11.10,humidity,潮湿度
11.10,barrier,阻碍
11.10,tuna,金枪鱼
11.10,gill,鳃
11.10,cables,电缆
11.10,oyster,生蚝
11.10,guessing,推测
11.10,relaxation,放松
11.10,concentration,注意力
11.10,literacy,读写能力
11.10,predators,捕食者
11.10,molt,脱毛
11.10,diversity,多样性
11.10,cement,水泥
11.10,cognitive,认知的
11.10,peers,同龄人
11.10,rational,理性的
11.10,willing,意愿的
11.10,instinct,天性，本能
11.10,reward,报酬
11.10,boiler,水壶
11.10,monument,纪念堂
11.10,drawback,缺点
11.10,obligation,义务
11.10,responsibility,责任
11.10,rags,破布
11.10,rainbow,彩虹
11.11,desert,沙漠
11.11,lizard,蜥蜴
11.11,institution,机构
11.11,authority,权威
11.11,shrimps,虾
11.11,moisture,潮湿
11.11,ultraviolet,紫外线
11.11,bubble,气泡
11.11,passion,激情
11.11,responsible,负责的
11.11,landmarks,路标
11.11,robots,机器人
11.11,psychology,心理学
11.11,varied,变化的
11.11,planet,星球
11.11,ethnics,人种学，少数民族
11.11,nomad,游牧民族
11.11,eggplant,茄子
11.11,camel,骆驼
11.11,slaves,奴隶
11.11,vegetation,植被
11.11,lighting,灯光
11.11,fossil,化石
11.11,grocery,杂货店
11.11,numerous,很多的
11.11,repellent,排斥的，驱虫剂
11.11,odd,古怪的
11.11,factual,事实的
11.11,purple,紫色
11.11,consolidation,巩固
11.11,conscious,有意识的
11.11,auditory,听觉
11.11,symptom,症状
11.11,medication,药物治疗
11.11,intimate,亲密的
11.11,nightmare,噩梦
11.11,teaspoon,茶匙
11.11,beetroot,甜菜根
11.11,retrieval,检索
11.11,prompt,促使，激励，迅速的，敏捷的
11.11,impairment,损害
11.11,autism,自闭症
11.11,autistic,患自闭症的
11.11,textile,纺织品，纺织
11.11,long-lasting,持久的
11.11,poisonous,有毒的
11.11,medal,奖章
11.11,additive,添加剂
11.11,ingredient,成分
11.11,consumer,消费者
11.11,colony,殖民地
11.11,cultivation,栽培
11.11,consumption,消费
11.11,accept,接受
11.11,emotions,情绪
11.11,purpose,目的
11.11,rivals,竞争对手
11.11,complex,复杂的
11.11,timber,木材
11.11,fertilizer,肥料
11.11,rabbit,兔子
11.11,microscope,显微镜
11.11,nutrition,营养
11.11,flavour,味道
11.11,drugs,药物
11.11,whistle,吹口哨
11.11,instinctive,本能的
11.11,preserved,保存的
11.11,poet,诗人
11.11,antibiotic,抗生素
11.11,wildlife,野生动物
11.11,landmark,地标
11.11,chemicals,化学品
11.11,restrained,克制的
11.11,documentation,文档
11.11,tutorials,教程
11.11,reflective,反射的
11.11,journalism,新闻
11.11,depth,深度
11.11,remember,记得
11.11,navigational,航行的
11.11,signature,签名
11.11,evolution,进化
11.11,commerce,商业
11.11,standard,标准
11.11,Greek,希腊人
11.11,dominant,占主导地位的
11.11,mixture,混合物
11.11,hospitality,好客
11.11,symbols,符号
11.11,flavours,口味
11.11,enlargement,扩大
11.11,critics,评论家
11.11,protected,受保护的
11.11,infection,感染
11.11,stimulate,刺激
11.11,description,描述
11.11,lonely,孤独的
11.11,industrial,工业的
11.11,trumpet,小号
11.11,receiver,接收机
11.11,magnet,磁铁
11.11,pottery,陶器
11.11,lions,狮子
11.11,emperor,皇帝
11.11,feathers,羽毛
11.11,wealth,财富
11.11,taxes,税
11.11,saliva,唾液，口水
11.11,cleanliness,清洁度
11.11,excavation,挖掘
11.11,pumice,浮石
11.11,luxurious,豪华的
11.11,physician,医师
11.11,unsanitary,不卫生的
11.11,outbreaks,爆发
11.11,craft,工艺
11.11,associations,协会
11.11,commercial,商业的
11.11,chemist,化学家
11.12,acid,酸
11.12,shelter,避难所
11.12,nectar,花蜜
11.12,disinfectant,消毒剂
11.12,ecologist,生态学家
11.12,composition,组成
11.12,nutrients,营养素
11.12,indigenous,原住的
11.12,tropical,热带的
11.12,ecosystem,生态系统
11.12,dense,茂密的
11.12,ideal,理想的
11.12,session,会议
11.12,quantity,数量
11.12,indication,指示
11.12,watermills,水车
11.12,windmills,风车
11.12,textiles,纺织品
11.12,fabrics,面料
11.12,lace,花边
11.12,ribbons,色带，缎带
11.12,enormous,巨大的
11.12,carts,购物车
11.12,canals,运河
11.12,knowledgeable,知识渊博的
11.12,retailing,零售业
11.12,entrepreneurs,企业家
11.12,visibility,能见度
11.12,potential,潜在的
11.12,explosion,爆炸
11.12,necessities,必需品
11.12,unimaginable,难以想象的
11.12,arid,干旱
11.12,charcoal,木炭
11.12,dependable,可靠的
11.12,livestock,家畜
11.12,notable,值得注意的
11.12,cereals,谷物
11.12,preservation,保存的
11.12,additional,额外的
11.12,initiative,主动权；主动的
11.12,original,原版的
11.12,proposal,提案
11.12,phase,（电的）相，阶段
11.12,companionship,情谊，友谊
11.12,spray,喷剂
11.12,evaporation,蒸发
11.12,stability,稳定
11.12,calculation,计算器
11.12,eclipse,日食，月食
11.12,rumor,谣言
11.12,frustration,挫折
11.12,claw,爪子
11.12,cushion,靠垫
11.12,damp,潮湿阴暗的
11.12,mobility,活动性
11.12,durable,持久的，耐用的
11.12,pharmacy,药店
11.12,manufacturing,制造的
11.12,inscription,刻字
11.12,judo,柔道
11.12,apron,围裙
11.12,automotive,汽车的
11.12,courtyard,庭院
11.12,introductory,介绍的
11.12,rationale,基本原理，根本原因
11.12,evaluative,评价的，估值的
11.12,hawk,鹰
11.12,portrait,肖像
11.12,virtuous,道德高尚的
11.12,obstacle,障碍
11.12,relevance,相关性
11.12,album,相册
11.12,fragile,脆弱的，易碎的
11.12,catering,餐饮
11.12,dissatisfaction,不满意
11.12,controversial,有争议的
11.12,faulty,错误的
11.12,procedure,程序
11.12,ethical,伦理的，道德的
11.12,correlation,联系，相关
11.12,hormone,激素，荷尔蒙
11.12,accessible,可接近的
11.12,sandal,凉鞋
11.12,horticulture,园艺学，园艺
11.12,sector,部门
11.12,artificial,人工的
11.12,sweetener,甜味剂
11.12,obesity,肥胖
11.12,knitting,编织
11.12,maintenance,维持，维修
11.12,pedestrian,行人
11.12,pavilion,亭子
11.12,scheme,方案
11.12,congestion,拥挤
11.12,affordable,支付得起的
11.12,skeleton,骨架
11.12,animation,动画，动画片
11.12,apprenticeship,学徒期
11.12,refurbishment,翻新，整修
11.12,texture,质地，质感
11.12,kingfisher,翠鸟
11.12,scary,吓人的
11.12,meditation,冥想
11.12,jealousy,妒忌
11.12,initiation,入门，初学
11.12,ardent,热烈的，激情的
11.12,capitalism,资本主义
11.12,inspiration,灵感
11.12,profound,强烈的，极度的，深刻的
11.12,depression,忧郁，沮丧
11.12,resilience,弹性，复原能力
11.12,attic,阁楼
11.12,cardboard,纸板
11.12,nucleus,核
11.12,cuisine,饮食
11.12,coincidence,巧合
11.12,methodology,方法论
11.12,variable,变量
11.12,adolescent,青少年
11.13,intense,强烈的
11.13,collaboration,合作
11.13,maternity,母亲身份
11.13,tractor,拖拉机
11.13,packet,小包，小盒子，包装
11.13,modification,改变，修改
11.13,garment,服装
11.13,hardship,艰难
11.13,linen,亚麻，床单
11.13,hemp,麻类植物
11.13,dominance,主导，占优势
11.13,herb,草药
11.13,patio,院子，天井，平台
11.13,agenda,议事日程
11.13,pavement,人行道
11.13,fume,烟雾，气
11.13,railing,栏杆
11.13,ramp,坡道，斜坡
11.13,emission,排放，散发
11.13,extinction,灭绝
11.13,spice,香料
11.13,voyage,航海，航行
11.13,low impact,小冲击
11.13,alternative energy,新能源
11.13,roads and bridges,路和桥
11.13,high absence rate,高缺席率
11.13,persuasive writing,说服性文章
11.13,academic essays,学术论文
11.13,ocean conditions,海洋条件
11.13,study ability,学习能力
11.13,simple memories,简单回忆
11.13,information sector,信息部门
11.13,digital store,数码商店
11.13,volcanic dust,火山灰
11.13,bar code,条形码
11.13,climate change,气候变化
11.13,learning difficulty,学习障碍
11.13,reading difficulty,阅读障碍
11.13,low nutrition,缺乏营养
11.13,desert habitat,沙漠栖息地
11.13,no change,无变化
11.13,extra resources,额外资源
11.13,private property,私人财产
11.13,fruit growing,果树栽培
11.13,specialised software,专业软件
11.13,chewing gum,口香糖
11.13,water pipes,水管
11.13,big company,大公司
11.13,action plan,行动计划
11.13,window glass,窗玻璃
11.13,road building,道路建设
11.13,knife handle,刀柄
11.13,olive oil,橄榄油
11.13,goat skin,山羊皮
11.13,high temperatures,高温度
11.13,land bridge,陆桥
11.13,fresh meat,鲜肉
11.13,food intake,食物摄入
11.13,eating pattern,吃饭习惯
11.13,transport museum,交通博物馆
11.13,water tanks,水箱
11.13,government election,政府选举
11.13,car tax,购车税
11.13,food chain,食物链
11.13,textile factory,纺织厂
11.13,tea tree oil,茶树油
11.13,video cameras,摄像机
11.13,carbon dioxide,二氧化碳
11.13,global warming,全球变暖
11.13,online service,在线服务
11.13,social activities,社会活动
11.13,further training,进阶训练
11.13,internal flight,国内航线
11.13,traffic flow,车流量
11.13,short stroke,短笔画
11.13,large-scale housing,大面积住房区域
11.13,group meeting,团队会议
11.13,standard feedback,标准反馈
11.13,mission statement,任务清单
11.13,training session,训练阶段
11.13,soil damage,土壤损害
11.13,broken axe,损坏的斧子
11.13,fish bones,鱼骨
11.13,triangle-shaped,三角形的
11.13,absence rate,缺席率
11.13,green tax,环保税
11.13,transport service,运输服务
11.13,sleeping disturbance,睡眠障碍
11.13,public square,广场
11.13,feeding time,喂食时间
11.13,vertical cabin,垂直座舱
11.13,ask for apology,寻求道歉
11.13,voices and faces,声音和脸
11.13,heart rate,心率
11.13,red blood cell,红细胞
11.13,Indian tribes,印第安部落
11.13,grain pattern,谷物图案
11.13,prime motivation,主要动机
11.13,streets and roads,街道和公路
11.13,forest planet,森林星球
11.13,ship building,造船
11.13,natural fiber,天然纤维
11.13,melting pot,熔炉
11.13,carbon mining,碳矿
11.13,fishing lesson,钓鱼课程
11.13,known world,熟悉的世界
11.13,silver coins,银币
11.13,Roman emperor,罗马皇帝
11.13,social conformity,社会从众性
11.13,law firm,律师事务所
11.13,protective clothing,防护衣物
11.13,market share,市场 占有率
11.13,reflective practice,应激训练
11.13,habitat loss,栖息地丧失
11.13,rich experiences,丰富经历
11.13,zero noisy,无噪声的
11.13,durable contracture,持久性痉挛
11.13,land resources,陆地资源
11.13,fish farming,鱼类养殖
11.13,hospitality industry,酒店管理
11.14,time and sequence,时间和顺序
11.14,language barrier,语言障碍
11.14,wealthy people,富有的人
11.14,food prices,食物价格
11.14,presence rate,出勤率
11.14,direct route,直达路线
11.14,tracking devices,跟踪设备
11.14,operation manager,执行经理
11.14,fish hooks,鱼钩
11.14,rare glass,稀有玻璃
11.14,cooperation process,合作过程
11.14,social glue,社会黏性
11.14,carpet case,地毯箱
11.14,transport system,交通系统
11.14,hand torch,手电筒
11.14,boring content,乏味的内容
11.14,traditional lecture,传统课程
11.14,regular basis,常规基础
11.14,extreme sports,极限运动
11.14,lifestyle sports,生活方式运动
11.14,better equipment,更好的设备
11.14,traditional sports,传统运动
11.14,restricted regulations,限制规定
11.14,regular training,常规训练
11.14,individual competition,个人竞争
11.14,sense of community,社区意识
11.14,salt content,盐分含量
11.14,rice cultivation,稻株栽培
11.14,skin of frog,青蛙的皮肤
11.14,glass bottle,玻璃瓶
11.14,open roof,开放式房顶
11.14,sand base,沙基
11.14,high protein,高蛋白
11.14,fiber diet,纤维食物
11.14,constant temperature,恒温
11.14,average size,平均尺寸
11.14,good eyesight,好视力
11.14,major illness,主要的疾病
11.14,quality of life,生活质量
11.14,physical changes,物理变化
11.14,particular disease,特殊疾病
11.14,dark blue veil,深蓝色面纱
11.14,scientific backup,科学支持
11.14,migration patterns,迁徙类型
11.14,preserved remains,保留的遗迹
11.14,mineral soil,矿物质土壤
11.14,tape measure,卷尺
11.14,soft sediment,松软沉积物
11.14,plant pot,植物盆栽
11.14,estate agent,房产经纪人
11.14,botanic garden,植物园
11.14,emergency locator beacon,应急定位器信标
11.14,digestive problem,消化问题
11.14,red blood cells,红细胞
11.14,weight loss,减肥
11.14,fishing net,渔网
11.14,pigeons and rats,鸽子和老鼠
11.14,still water,静止的水
11.14,stored temperature,储存温度
11.14,frozen food,冷冻食品
11.14,administration officer,行政官员
11.14,machines or robots,机器或机器人
11.14,smooth ride,平稳的骑
11.14,rubber tyre,橡胶轮胎
11.14,desert locations,沙漠地区
11.14,southern Scotland,苏格兰南部
11.14,head offices,总部
11.14,global market,全球市场
11.14,safe environment,安全的环境
11.14,hearing loss,听力损失
11.14,maintain the gene diversity,保持基因多样性
11.14,hinder domestic smells,阻碍内部的气味
11.14,transport costs,运输成本
11.14,cleansing properties,清洁特性
11.14,gum tree,胶树
11.14,gene diversity,基因多样性
11.14,multiple tasks,多种工作
